SproutN,BunchN,GrapeW,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph
0.247207676,0.284195095,-0.479013457,0.061596122,0.091547487,0.011772851,-0.019839313,-0.083208712,-0.071712915,0.092582866,0.018654979,0.028612648,-0.07206587,-0.259397562
-0.168617025,0.692470644,0.55989603,-0.694303682,-0.104275674,0.058797588,-0.052444153,0.073685377,0.25865429,-0.367566067,-0.116354568,-0.102200785,0.274368241,-0.008627244
0.216777476,0.562615282,0.898382107,0.237386324,0.039339569,0.180375639,0.028683086,0.100675141,-0.00627457,-0.21686739,-0.007528957,-0.008163152,-0.131142913,0.165105488
-0.202946024,-0.062184066,-0.056175995,-0.523637907,-0.200336096,-0.075713535,-0.060379501,0.079503846,0.19892174,-0.044195436,-0.095202764,-0.065474683,-0.265607638,0.137631275
0.267549108,0.182815059,0.593792587,1.038093689,0.274103701,0.129745558,0.290274934,0.273587307,-0.10656336,0.02001717,0.066741155,0.048928383,-0.402527485,-0.092955518
-0.191078205,-0.24587749,0.171239084,-0.035920527,-0.113515392,0.008361743,0.09097967,-0.154075605,-0.12662003,-0.05169626,-0.043280379,0.009074189,-0.49951659,-0.424640902
-0.208090467,0.015788718,0.242659818,0.03575404,-0.06707712,-0.013192156,-0.066453322,0.052338894,0.438484305,-0.243294381,-0.060537995,-0.111656851,0.053006617,0.116328438
0.118282665,0.24082034,0.445604209,0.252002166,-0.003177741,0.125252637,0.254205306,-0.02665887,0.194075912,0.06589304,-0.043653646,-0.044503424,-0.175442559,-0.061315552
-0.151071633,0.035340227,0.3029389,0.382602082,0.025387274,-0.098181126,-0.033194241,-0.094160386,0.051953872,0.022879995,-0.141070884,-0.013621221,-0.286616373,-0.241144261
-0.22772155,0.194451537,0.015867308,0.298581389,0.022704111,-0.070756245,0.053274833,-0.036441608,-0.034820068,0.147409048,0.172021031,0.046614055,0.08351519,0.123667514
0.085798997,-0.674940062,-0.616244586,-0.673438907,0.057772292,0.05215119,-0.010864691,-0.085093579,-0.006772146,0.245245711,-0.142247987,-0.029061838,-0.024444947,-0.338830181
-0.105249928,0.067404013,0.264236765,0.265367699,0.018277109,-0.049251289,0.088603301,-0.054615941,0.213789781,0.2174211,-0.085230257,-0.039912784,0.064447157,-0.010919735
0.063176715,0.34462452,0.522410041,0.477897939,-0.015736037,-0.130537143,-0.11331744,0.07441352,0.051429296,-0.29960518,-0.012760382,-0.009254926,-0.106428106,0.014028451
0.116597831,0.579174783,0.710215694,0.574406295,0.143409531,0.148701809,0.090140773,0.155913809,-0.170288012,-0.124711561,0.035051167,0.056373247,-0.567941923,-0.262094102
-0.245565127,0.044840007,-0.61297365,-0.323145658,-0.115302845,-0.11241722,-0.011244353,-0.239433116,0.077658877,-0.332846461,-0.053088559,-0.049080478,0.159838906,0.10723328
-0.022206662,-0.496201835,-0.673261876,0.498642617,0.024757305,0.02258714,0.105653135,0.09643177,-0.057204816,-0.076279638,0.071378542,0.04803524,0.117443483,0.103767413
0.257557444,-0.113842887,0.298508581,0.767164067,0.086625816,0.130055302,0.112107965,0.076805665,0.097297057,0.040262693,-0.01757402,-0.004775182,-0.214953437,-0.235192884
0.239642225,0.285594919,0.55316822,0.479550084,0.086703974,-0.128640853,-0.054914407,0.043439956,0.106731227,-0.026613019,-0.127332999,-0.019575963,-0.759360632,-0.405838362
0.205825497,0.103609405,-0.150190976,-0.013238167,-0.028959696,0.060929581,0.040824935,-0.054148736,0.048492765,-0.021754781,0.150315008,-0.014755934,0.501838677,0.351579734
-0.12894348,-0.334256255,-0.172636818,-1.089743576,-0.108454655,0.096701652,-0.11814089,-0.197249077,0.018614855,-0.161537626,0.023863834,-0.021131176,-0.192148439,-0.221817545
-0.014578569,-0.108748604,-0.37055468,0.081076154,0.04255292,-0.149452845,0.018625295,0.091964698,0.205931367,-0.147408873,0.068866721,-0.04555176,0.230473975,0.216848489
-0.09113065,-0.440885428,-0.247644262,0.113974812,-0.066981247,-0.076336115,0.070372654,0.065985602,-0.074617364,-0.329095859,0.037011305,-0.006968959,0.344474468,0.429035757
-0.363345056,-0.187934002,-0.689616151,-0.444500602,-0.125585165,-0.124616703,-0.038291638,-0.109886086,0.316090868,-0.153705986,-0.002239768,-0.079762819,0.096671404,0.000536848
0.162539346,0.137210648,-0.243008678,0.313695175,0.040232743,-0.048842536,-0.030491565,-0.01298091,0.015033845,-0.086470246,0.072635817,-0.011210287,-0.384512565,0.080679247
-0.075838534,-0.365682386,-1.036057705,-0.826768404,-0.084318746,-0.187959696,-0.143514238,-0.177370278,0.138943297,-0.247805403,-0.005881512,-0.082939911,0.127248837,-0.13588393
0.185080708,0.288126163,-0.219790722,-0.723001965,0.010248791,-0.084581559,-0.102352635,-0.136540627,-0.04002474,-0.06871459,0.000179735,-0.019868682,0.265149676,-0.058811879
-0.008791983,0.164880801,0.247134199,0.038749419,0.12743088,0.125093403,0.160580576,0.06674467,-0.064076037,0.44009767,0.063233288,0.077167675,0.187607397,0.455788316
-0.114290269,-0.560698993,-0.539311744,-0.390899356,0.004529245,0.104670708,0.143783671,0.135006279,0.169337899,-0.031885642,0.031855086,-0.032574275,0.162018149,0.12820805
-0.333073238,-0.427954675,-0.473774326,-0.212100341,0.011593285,-0.042692731,0.124675443,-0.214373294,0.040795719,0.164342532,0.041987632,0.006786308,0.370707634,0.092448349
0.01849774,-0.277876547,-0.76710137,-0.548924347,-0.058257719,-0.085343705,-0.202549166,-0.134288296,-0.024687276,-0.110304309,0.044307919,-0.017357491,0.083233069,-0.117764976
0.13933654,0.040225115,-0.163562407,0.061698411,0.065559139,-0.211654931,-0.012434293,-0.182934151,0.046411809,-0.04927105,-0.023034779,-0.029124714,-0.214782618,-0.224077392
-0.412282846,-0.562425748,-1.685621461,-0.745162022,-0.170589489,-0.165675936,-0.351859491,-0.2423515,-0.037953507,0.142134506,0.096230364,0.01221256,0.075282797,-0.068562108
0.086628497,0.480281156,0.528611743,-0.060303125,0.165207599,0.143324605,-0.027618926,0.097980782,-0.104925148,0.164554944,-0.068159688,0.037387045,0.116144668,-0.103280158
-0.293740631,0.114677003,-0.148792888,0.17521217,-0.00880294,0.020138676,-0.169034006,-0.041055579,0.069310167,-0.007509524,-0.010829579,-0.021835054,0.395395417,0.470721334
-0.071724514,-0.299168926,-0.91383626,-0.516764073,-0.129850774,0.070973203,0.033077105,-0.041557029,0.068770008,-0.093623202,0.049006418,0.008245884,0.18807622,0.004828792
0.390544076,0.587387489,0.398785671,0.276447073,0.035713783,0.102879218,0.178786614,-0.019451125,-0.131050801,0.367550056,0.202122686,0.059559389,0.227292669,-0.006302485
0.138602294,-0.103081214,-0.434252682,0.147878332,-0.017745348,-0.064571749,-0.075518865,-0.031238494,-0.021783421,0.182469714,0.122833244,0.05065411,0.378859571,0.133928046
0.042453158,-0.326047978,-0.753300529,-0.453658229,0.041065829,-0.079429196,-0.043312403,-0.116835866,-0.006944073,0.052122069,0.057521388,0.005093144,0.006201676,-0.009495606
-0.092296041,0.076423444,-0.396908587,-0.842163399,-0.262597546,-0.1025373,-0.28465346,-0.297183158,0.229109236,-0.369069861,0.125894677,-0.038436281,0.572078402,0.402683985
0.027849822,-0.879113944,-1.032142307,-0.067562201,0.097842518,-0.144492879,-0.016854744,-0.286575226,-0.284786297,0.132686501,0.122353288,0.074330851,-0.297223021,-0.334777391
-0.1102301,-0.037648681,0.019445989,-0.344555742,0.013625316,-0.126224269,-0.140747648,-0.188575914,0.032929368,-0.129223948,-0.016622848,0.00920625,0.192725407,0.056581154
-0.072328686,-0.135368016,0.271578966,0.18882229,0.116235733,0.109383732,0.002641838,0.119148628,-0.354791828,0.141604802,0.251949434,0.083268557,0.066739996,-0.008967971
-0.120298274,-0.478337989,-0.346615712,-0.078613387,-0.019218525,0.095659973,0.214233795,0.077818483,-0.123893969,-0.054437237,-0.060184216,-0.017567974,-0.143414937,-0.249976578
-0.01037963,-0.309931566,-0.363998942,-0.050761287,0.011780109,0.032861246,-0.080463739,0.133832656,-0.057550826,-0.018299725,0.024874435,0.009713959,0.145682318,-0.027577074
0.13122221,0.180554327,-0.152574633,0.132209765,0.181665624,0.041324809,0.126084094,-0.075993946,-0.01227769,0.154056162,-0.037800261,-0.018798975,-0.013670838,-0.093762627
0.274678253,0.141356712,0.227447688,-0.022974361,0.006427987,-0.113634901,-0.101562096,0.062712014,-0.130982623,0.048931903,0.101170101,0.04283444,-0.019105765,0.088601598
0.169214148,0.289655886,0.691506934,0.486415501,0.048569557,-0.039459632,0.149185133,0.075389422,-0.151860157,-0.107918814,-0.068947092,0.026453889,0.045597753,0.255957682
0.06955406,-0.349721956,-0.137350639,0.073212994,0.064082698,0.116207372,0.129923695,-0.015443061,-0.176167421,0.135465641,-0.102857711,0.018457397,-0.259382196,-0.127121191
0.16246925,0.106602214,0.591406576,0.660945509,0.096793327,-0.000911232,0.184412066,0.241969522,-0.025771422,0.041486449,-0.110142518,0.00414036,-0.324077124,-0.246678812
-0.13462718,-1.143580748,-1.499478888,-0.177246596,0.003542912,-0.200625498,0.002671129,0.142771391,-0.231762103,-0.039944362,-0.060872598,0.059689374,-0.124695844,0.082175632
0.312916743,0.112726429,-0.619777051,-0.037858844,-0.087793989,-0.163512226,-0.103949117,-0.15730035,0.057466738,-0.016468456,0.008514854,-0.008247634,-0.093194912,0.08859883
0.114725232,-0.373160795,-0.352685359,-0.137700826,-0.024589843,-0.007560225,-0.144146551,0.051668886,-0.101535332,-0.087685393,0.134276025,0.061185678,0.114290703,0.108689539
-0.051190631,0.070456748,-0.125086971,-0.14891091,-0.122876854,-0.090135899,-0.06544163,0.084941939,-0.016968125,-0.289413715,-0.064615058,-0.02916921,-0.502007907,-0.530452735
0.01680427,0.801630035,-0.248961865,-0.504398735,-0.097121432,-0.086696637,-0.0546438,-0.104545533,0.147709171,-0.111579015,0.044985973,-0.046792459,0.214773786,0.125528627
0.380565597,1.144221377,1.303113224,0.71083817,0.142707112,0.23535356,0.273216105,0.224488529,0.025983781,-0.335332469,0.127381445,0.026717169,-0.475596031,-0.068872391
-0.119814636,-0.147000423,-0.538496364,-0.495995531,-0.212708377,-0.048077968,-0.081582984,0.180255989,0.041775097,-0.244170122,-0.029016389,-0.041536839,-0.175295986,0.140869447
-0.114721894,-0.860669908,-0.498335532,0.047061868,-0.119404205,-0.050449431,-0.047814703,-0.055342382,0.105490623,-0.18417241,0.075859207,-0.010995177,0.160447298,0.151138047
-0.148889081,-0.290847286,-0.833588847,-0.102316596,-0.043811428,-0.219387082,-0.077747395,0.072904031,0.026389758,0.172600702,0.030173816,-0.004566598,0.386076213,0.466634792
-0.138614279,1.141616595,1.238342177,-0.064837121,-0.062697243,0.008519956,-0.083251928,0.084632311,0.021561666,0.135691476,-0.000130806,0.024207834,-0.480775568,-0.162969665
-0.18100247,-0.436726964,-0.361267032,0.137904886,-0.002529282,0.056356499,-0.04559195,-0.152659356,0.163755118,0.056490635,-0.011104178,-0.034107705,0.232356631,0.241955511
-0.042309912,0.186304486,0.121881628,0.128146274,0.149072716,0.133467355,0.22451721,0.107662999,-0.034681048,-0.057161625,0.102000649,0.037905146,0.172508783,0.327450247
0.181329887,0.466905998,0.623701916,-0.038992732,0.022377227,-0.007770635,-0.092868792,-0.04970008,0.137452038,0.097076085,0.026476646,-0.025298851,0.430500818,0.250906091
0.195874407,0.008356708,0.056120087,-0.47231231,0.025164627,-0.004523547,0.003232871,0.039027799,-0.135351672,0.31347433,0.013617435,0.026489256,0.10337044,-0.134198732
-0.262590165,0.134360122,-0.100200132,-0.383268809,0.083418888,0.029309387,0.006235011,-0.261599131,0.027468313,0.113765592,0.040870989,-0.022749692,0.534879188,0.397549261
-0.017861591,-0.513407538,-0.501345005,-0.26576787,-0.035101649,0.13671731,0.085495235,-0.055543057,-0.01412786,-0.018947958,0.08827112,0.020135819,0.520370194,0.608766328
-0.044128401,-0.79534333,-0.348570289,0.288300863,0.108122957,-0.034737376,0.119679466,0.026967011,-0.234570323,0.071972784,0.10716351,0.072344316,0.246203171,0.236082912
-0.143798866,-0.325327826,-0.460901584,-0.068295452,-0.060128662,0.078535524,-0.059144523,-0.152556694,0.326344313,-0.259770053,-0.082507567,-0.095330072,0.156490854,0.023498952
-0.448311589,-0.129973686,-0.286469253,-0.362991856,-0.247303444,-0.1265633,-0.02580305,0.00571271,0.330245919,-0.475486683,-0.107234137,-0.100122283,-0.548273284,-0.294703908
0.175551871,-0.016209856,-0.090349165,0.301459334,0.096945091,0.009484232,0.095577325,0.046744897,0.057052947,-0.146664443,0.063548273,-0.03790085,0.453239021,0.155927167
-0.100742712,0.153061791,0.851754689,0.647696601,0.061276597,0.009248505,0.119823551,-0.055085227,-0.279499941,-0.149336712,0.014999327,0.039560437,-0.599831153,-0.457377991
-0.170661884,-0.048404435,0.436507877,0.308747465,0.04521679,0.101064155,-0.048731352,0.139148241,-0.207669119,-0.051090184,-0.134692473,0.034309157,-0.443731361,-0.103488293
-0.154944854,0.107082804,-0.33895013,-0.663436561,-0.250481924,-0.081914422,-0.289378098,-0.203310657,-0.087192616,-0.160534686,0.078357969,-0.010052944,0.246524145,-0.049377692
0.089995814,-0.441525081,0.309567078,0.054159829,0.088298008,0.179820014,0.22764562,0.17302844,-0.278883792,0.057606315,0.068455159,0.050803217,0.004333422,0.011916192
